"id","cnt"
366,1890.85741054794
367,1616.54019057665
368,1419.21489383615
369,1531.96164474801
370,2045.80580750787
371,2015.99805283148
372,2268.37513462859
373,2007.61246317173
374,1597.20375601385
375,2032.79892231722
376,1548.33675202164
377,1726.142279719
378,1791.56576462918
379,1424.87708569277
380,1486.63041208234
381,1564.25843367165
382,1572.16508890849
383,1808.44604508709
384,1664.94484004379
385,1560.91355308135
386,1269.60981885418
387,1239.61856323757
388,1356.21923471331
389,1868.20370656466
390,1849.206156304
391,1974.03955170704
392,2298.20318628089
393,2088.81078625883
394,1807.15649007277
395,1919.46983827442
396,2117.83317358377
397,3046.72994917452
398,2225.92069647929
399,2090.19049288864
400,1489.08549025108
401,1385.52877358441
402,1933.3644839723
403,2109.7667122058
404,1634.06818462443
405,1879.5177376119
406,1899.48139126308
407,1073.92861539535
408,1263.58542974771
409,1692.91451516877
410,1939.57028098578
411,2109.76744752845
412,1869.8582083504
413,2148.54353507946
414,2027.21021835712
415,1579.92975877946
416,1885.77281117835
417,1966.55704491016
418,2388.05932020471
419,2804.93332212628
420,2408.32504155676
421,1584.95979144245
422,1776.43546617706
423,2137.0905152866
424,2010.90562693347
425,1477.92223739028
426,3097.00071557665
427,1914.51550696711
428,2405.18631167965
429,1803.7264429576
430,1864.7971727266
431,1848.9217360384
432,2117.52270920828
433,2950.4900072816
434,2026.57607903404
435,1812.37504295322
436,2178.31692760082
437,3038.19915959744
438,3132.43281036858
439,3243.15907640614
440,3209.92938573667
441,2559.76010012284
442,3044.94144384339
443,2709.35959629504
444,3113.05521042107
445,3086.63010280538
446,4105.30873017869
447,4382.35021861191
448,4356.27531642243
449,3657.2114021978
450,3144.73885
451,3637.01796399691
452,2673.94502566036
453,4354.64618213783
454,4386.2012091727
455,2880.4667693799
456,2697.77673529804
457,2985.60858023088
458,3662.09686982563
459,3988.93404277943
460,4794.66715346123
461,3545.92453212064
462,3193.49453155994
463,3454.90934891545
464,4267.09115476722
465,4145.9112385581
466,3708.57071643231
467,3009.7402324308
468,3112.04181132893
469,3611.34134122731
470,4447.29880512029
471,4707.08789691934
472,4575.62304595609
473,4842.55521840383
474,3480.14954459502
475,4373.39651342115
476,4604.87039162115
477,4467.39604381264
478,2260.85752860594
479,1997.55381697324
480,3384.33195375112
481,4416.1556846444
482,3620.99829987566
483,4024.43828582032
484,2907.18728174603
485,3850.29213027658
486,3563.15756266584
487,4255.93950622837
488,4286.56851555034
489,4265.7396464167
490,4575.84444884762
491,4447.74345140415
492,4401.54988235653
493,3990.42225963978
494,3842.39448696931
495,3903.12480089001
496,4225.93209284332
497,4703.37053882785
498,5048.06860309641
499,4752.03529584672
500,3946.02902852348
501,4211.11626986547
502,4804.25415985603
503,4602.08792952125
504,4618.44699003724
505,5051.06611911373
506,4736.14328639898
507,3963.56216384873
508,4301.22628463332
509,4354.26351233895
510,4658.37414946481
511,4558.69046018835
512,4702.83070637769
513,4724.56791359008
514,4732.17812674164
515,4467.84713709574
516,4290.80892640747
517,4804.76381211644
518,4139.01721622341
519,4670.19050959784
520,4821.17356476718
521,4700.86402368378
522,4081.17901896534
523,4638.58610363151
524,4609.68569750858
525,4947.72124913353
526,4966.83164540102
527,4834.62764282272
528,4314.41458555358
529,3954.00853622062
530,4474.27442302497
531,4755.94800504699
532,4705.97511306857
533,4856.89806866328
534,4936.01424854917
535,4213.29159374715
536,4718.42240025457
537,4259.54681877536
538,4269.50318914181
539,4343.36606872004
540,4773.68115690346
541,4854.98639921679
542,4615.99384278567
543,4581.96857968785
544,4873.45441114709
545,4774.38157545694
546,4233.89573740036
547,4706.15733584076
548,4319.46002675338
549,4746.27672487877
550,4655.57110117487
551,4364.77845771074
552,4590.28964789368
553,4692.56979446653
554,4007.64449187364
555,4121.71970938861
556,4374.84949183181
557,4342.15343669543
558,4724.8525118986
559,4813.89835470486
560,4867.93329311931
561,4593.17665496083
562,4604.35640911398
563,4328.96842875662
564,4366.24511443255
565,4231.36669574839
566,4372.68742748303
567,3855.38036235472
568,2943.49239055258
569,4596.90736356421
570,4497.9813151185
571,4473.02257603022
572,4977.85541033421
573,4327.67434663995
574,4356.32774232767
575,4713.49005928399
576,4835.28108325929
577,4616.60216977153
578,4646.08412388681
579,4661.46806965372
580,4341.90554753258
581,4280.7269799139
582,4400.01531672606
583,4322.89610974383
584,4148.73418639398
585,4295.30839081603
586,4230.58432210826
587,4480.48845310981
588,4352.0431592637
589,4247.07143322701
590,5075.0114542312
591,4704.71589997324
592,4574.80259684365
593,4681.08051141723
594,4774.79356180271
595,3175.29060762947
596,4878.85589837195
597,4816.09510238095
598,4343.45242266108
599,4917.31155974706
600,4886.41809749264
601,4849.18302409246
602,4772.28753616408
603,4130.22408064625
604,3783.08810032658
605,4586.33293891377
606,4676.76521668244
607,4812.80088401738
