"id","cnt"
366,1149.30676269531
367,1537.77990722656
368,1460.39270019531
369,1425.55688476562
370,2316.06420898438
371,1905.92980957031
372,2616.30102539062
373,2124.513671875
374,1513.60119628906
375,1787.16088867188
376,1876.58386230469
377,2437.08056640625
378,1874.88098144531
379,1200.6357421875
380,823.676574707031
381,1091.4951171875
382,1718.787109375
383,1818.13232421875
384,1554.79907226562
385,1621.07727050781
386,857.854431152344
387,955.891418457031
388,800.710144042969
389,1932.125
390,1727.38916015625
391,1783.70007324219
392,2425.69067382812
393,1831.05578613281
394,1816.51379394531
395,2190.11865234375
396,2643.24047851562
397,3855.060546875
398,2421.9189453125
399,1873.064453125
400,1778.4755859375
401,858.556762695312
402,1741.81982421875
403,1991.66455078125
404,1714.28869628906
405,1984.34326171875
406,2343.01171875
407,814.200439453125
408,1040.16040039062
409,1641.37817382812
410,1861.06103515625
411,2053.21411132812
412,1913.021484375
413,1877.916015625
414,1765.80737304688
415,1968.45874023438
416,2010.29406738281
417,2137.49243164062
418,2498.55297851562
419,3574.25805664062
420,2534.85424804688
421,1448.70764160156
422,2068.32250976562
423,2062.88208007812
424,2074.00830078125
425,1383.57104492188
426,4267.16357421875
427,1698.5224609375
428,2879.25
429,1655.36315917969
430,2025.08386230469
431,2057.45947265625
432,3048.76171875
433,3735.35034179688
434,2893.26049804688
435,1844.95385742188
436,2023.30395507812
437,4323.5263671875
438,4603.87255859375
439,4783.5546875
440,4766.513671875
441,2589.169921875
442,4647.59033203125
443,3870.51611328125
444,4467.048828125
445,4914.751953125
446,4535.4833984375
447,4548.03076171875
448,4751.39697265625
449,3855.25268554688
450,2998.818359375
451,2998.91674804688
452,2076.05004882812
453,4540.1884765625
454,4101.00830078125
455,2169.96826171875
456,2377.70263671875
457,3153.7412109375
458,2911.26489257812
459,3861.87280273438
460,4887.42138671875
461,3161.775390625
462,3037.06420898438
463,2787.57592773438
464,4397.642578125
465,3732.49755859375
466,3086.61279296875
467,2100.1455078125
468,2685.79272460938
469,3264.23608398438
470,4166.22607421875
471,5045.01123046875
472,5056.5009765625
473,5230.26220703125
474,3993.01220703125
475,4439.5224609375
476,4405.31103515625
477,4402.609375
478,2170.66577148438
479,1443.03356933594
480,3137.9599609375
481,4419.3662109375
482,3961.47143554688
483,3108.43334960938
484,3054.70776367188
485,3599.46166992188
486,4041.83203125
487,4620.41552734375
488,4716.97705078125
489,4699.95849609375
490,4331.29833984375
491,4627.92529296875
492,4928.7568359375
493,4120.8310546875
494,3654.56127929688
495,3601.42626953125
496,4337.9931640625
497,4583.86474609375
498,5124.8623046875
499,4837.15625
500,3778.00732421875
501,4393.72265625
502,4875.74951171875
503,3339.71557617188
504,3863.28540039062
505,4848.77734375
506,4531.486328125
507,3856.3212890625
508,4720.35009765625
509,4762.220703125
510,4853.90283203125
511,4468.5751953125
512,4296.3544921875
513,4348.353515625
514,4727.94921875
515,4381.1259765625
516,4688.4873046875
517,5276.92578125
518,4283.220703125
519,4114.63427734375
520,5304.181640625
521,4301.79833984375
522,4386.2333984375
523,4472.65966796875
524,4827.40673828125
525,5283.388671875
526,5113.2958984375
527,4548.8408203125
528,4859.955078125
529,4444.4609375
530,4643.15234375
531,5033.240234375
532,4904.30322265625
533,4941.0390625
534,4271.97021484375
535,4575.314453125
536,4254.4873046875
537,4099.82177734375
538,4057.37670898438
539,4374.9775390625
540,4423.2001953125
541,4863.1162109375
542,4508.8515625
543,3961.44384765625
544,5191.00244140625
545,4722.90380859375
546,3528.61645507812
547,4802.08544921875
548,3616.50903320312
549,4864.87158203125
550,4427.65966796875
551,3910.21215820312
552,3692.42578125
553,3713.63549804688
554,3406.83813476562
555,3377.06640625
556,4713.4814453125
557,4762.966796875
558,4994.90673828125
559,4152.23779296875
560,4782.4755859375
561,4873.56640625
562,4713.42333984375
563,4331.9345703125
564,4020.13916015625
565,4340.68994140625
566,4360.18408203125
567,4000.361328125
568,3199.49877929688
569,4597.30712890625
570,4169.029296875
571,4327.72705078125
572,5016.76025390625
573,4300.05224609375
574,4322.04443359375
575,4808.87060546875
576,5276.1640625
577,4189.04052734375
578,4787.41796875
579,4506.76953125
580,3831.80639648438
581,4186.748046875
582,4416.564453125
583,4300.470703125
584,4098.08935546875
585,3794.40893554688
586,3940.86206054688
587,4510.86767578125
588,4430.341796875
589,4186.88671875
590,4818.12890625
591,4802.7841796875
592,4873.58935546875
593,5019.02392578125
594,4116.904296875
595,4919.09912109375
596,5339.52978515625
597,5097.2578125
598,4737.40966796875
599,5276.26025390625
600,5013.5908203125
601,5151.27197265625
602,5258.43896484375
603,4819.2783203125
604,4101.6494140625
605,4553.55810546875
606,5112.1298828125
607,5038.17919921875
608,5130.10693359375
609,4331.5771484375
610,4663.47705078125
611,4898.5400390625
612,4194.7431640625
613,4497.953125
614,4319.7822265625
615,4063.97998046875
616,4656.35107421875
617,3577.18286132812
618,4888.3544921875
619,4251.63720703125
620,3646.5908203125
621,4806.71044921875
622,5397.748046875
623,5202.19091796875
624,5001.8974609375
625,4568.00732421875
626,4137.19189453125
627,2894.13549804688
628,3687.4580078125
629,4835.080078125
630,4141.04833984375
631,4956.01953125
632,4634.48583984375
633,5254.9091796875
634,4606.078125
635,4808.34228515625
636,4613.08154296875
637,4643.3603515625
638,4622.56982421875
639,4926.28369140625
640,5075.9892578125
641,3756.70190429688
642,4689.25048828125
643,4609.201171875
644,5493.13037109375
645,4164.69873046875
646,3880.82421875
647,3699.96630859375
648,3367.98681640625
649,4799.8046875
650,4252.6708984375
651,3952.51513671875
652,4272.31640625
653,4589.3505859375
654,4452.25390625
655,4191.501953125
656,4254.03173828125
657,3815.04150390625
658,4763.1630859375
659,4855.283203125
660,4332.50048828125
661,4707.171875
662,5025.2060546875
663,4564.32666015625
664,4525.76123046875
665,4635.0126953125
666,4000.0400390625
667,2968.99682617188
668,2744.5908203125
669,2877.91430664062
670,3460.60107421875
671,3787.205078125
672,3687.921875
673,3633.80932617188
674,3525.78247070312
675,3733.642578125
676,3653.53100585938
677,3681.96435546875
678,3619.21240234375
679,3927.37377929688
680,3958.32934570312
681,4087.69970703125
682,4330.67431640625
683,3658.33154296875
684,3741.064453125
685,3470.70874023438
686,3846.17407226562
687,3494.55517578125
688,3240.11108398438
689,3702.22509765625
690,3365.18725585938
691,3911.57592773438
692,3512.10107421875
693,3768.87719726562
694,3256.3193359375
695,2646.04614257812
696,3614.97973632812
697,2919.0517578125
698,3846.62646484375
699,3767.78466796875
700,3748.0966796875
701,3149.03198242188
702,3097.12524414062
703,4089.5302734375
704,4164.00439453125
705,4033.1513671875
706,3003.5302734375
707,3022.53686523438
708,2832.19921875
709,3117.5810546875
710,2297.2646484375
711,3782.45703125
712,3628.64379882812
713,3742.49365234375
714,3763.56420898438
715,3781.85034179688
716,2732.55249023438
717,2806.990234375
718,3631.60083007812
719,3722.9775390625
720,3758.45239257812
721,1785.95141601562
722,1540.99731445312
723,2067.89501953125
724,1489.01989746094
725,1186.23132324219
726,1327.60583496094
727,1832.05419921875
728,1764.62719726562
729,1784.11584472656
730,1523.76440429688
731,1605.45202636719
